"","j_sys_pwsid","j_pop","j_conn","j_sys_name","j_county","j_class_new","r_sys_pwsid","r_sys_name","r_type","r_county","route_name","distance_feet","merge_type","elevation_j","elevation_r","route_elev_min","route_elev_max","route_elev_mean","route_elev_range"
"2320","CA4900897",154,2,"RODNEY STRONG VINEYARDS","SONOMA","SWS","CA4910017","WINDSOR, TOWN OF","Community water system","SONOMA","CA4900897 RODNEY STRONG VINEYARDS - CA4910017 WINDSOR, TOWN OF",4720.48958222688,"Route",27.57399,38.06409,28.25398,38.06409,33.615446,9.81011
"2321","CA4900898",100,25,"HILTON PARK FAMILY CAMPGROUND","SONOMA","SWS","CA4910008","RUSSIAN RIVER COUNTY WATER DISTRICT","Community water system","SONOMA","CA4900898 HILTON PARK FAMILY CAMPGROUND - CA4910008 RUSSIAN RIVER COUNTY WATER DISTRICT",5339.3781744864,"Route",15.67251,7.90833,7.90833,23.7832,20.750292,15.87487
"2322","CA4900901",80,26,"SOBRE VISTA WATER COMPANY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4900901 SOBRE VISTA WATER COMPANY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",823.4974925232,"Route",111.16494,126.85234,121.28268,126.85234,123.373182,5.56966
"2323","CA4900904",50,2,"J VINEYARDS & WINERY","SONOMA","SWS","CA4910017","WINDSOR, TOWN OF","Community water system","SONOMA","CA4900904 J VINEYARDS & WINERY - CA4910017 WINDSOR, TOWN OF",3886.80123413472,"Route",29.90339,38.06409,30.17379,38.06409,34.643612,7.8903
"2324","CA4900905",25,15,"MARK WEST MEADOWS MUTUAL WATER","SONOMA","SWS","CA4910023","CALIFORNIA-AMERICAN LARKFIELD (PUC)","Community water system","SONOMA","CA4900905 MARK WEST MEADOWS MUTUAL WATER - CA4910023 CALIFORNIA-AMERICAN LARKFIELD (PUC)",7977.8246474784,"Route",184.2858,85.41828,73.51051,191.4675,133.127659,117.95699
"2325","CA4900907",299,13,"SUMMERFIELD WALDORF SCHOOL","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4900907 SUMMERFIELD WALDORF SCHOOL - CA4910009 SANTA ROSA, CITY OF",11693.3544616416,"Route",25.93633,28.98956,27.20966,31.23485,29.077291,4.02519
"2326","CA4900909",25,3,"CARNEROS DELI","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4900909 CARNEROS DELI - CA4910013 VALLEY OF THE MOON WATER DISTRICT",11461.5538209216,"Route",6.8686,18.39437,7.03102,18.40697,12.179711,11.37595
"2327","CA4900911",50,3,"SAINT ANNE'S CROSSING WINERY","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4900911 SAINT ANNE'S CROSSING WINERY - CA4910009 SANTA ROSA, CITY OF",5231.3272808016,"Route",133.5302,142.55623,133.74664,142.55623,137.557453,8.80959
"2328","CA4900912",80,2,"SALT & STONE RESTAURANT","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4900912 SALT & STONE RESTAURANT - CA4910013 VALLEY OF THE MOON WATER DISTRICT",9001.1297785728,"Route",121.66595,114.11826,113.13858,132.84567,122.227136,19.70709
"2329","CA4900913",66,20,"ROBIN WAY WATER SYSTEM","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2330","CA4900916",25,7,"MILL CREEK VINEYARDS","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4900916 MILL CREEK VINEYARDS - CA4910005 HEALDSBURG, CITY OF",4710.1219566192,"Route",36.91416,30.24965,30.24965,34.29224,31.703177,4.04259
"2331","CA4900924",50,2,"FREMONT DINER","SONOMA","SWS","CA2810003","NAPA, CITY OF","Community water system","NAPA","CA4900924 FREMONT DINER - CA2810003 NAPA, CITY OF",12444.465574728,"Route",9.71327,87.17046,9.91501,87.3076,55.051911,77.39259
"2332","CA4900925",157,9,"SEBASTIANI VINEYARDS","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2333","CA4900934",25,1,"SONOMA WINE SHOP","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4900934 SONOMA WINE SHOP - CA4910011 SEBASTOPOL, CITY OF",6256.68259392,"Route",25.20076,37.28746,25.09356,37.28746,33.797514,12.1939
"2334","CA4900945",200,4,"PRESENTATION SCHOOL","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4900945 PRESENTATION SCHOOL - CA4910012 SONOMA, CITY OF",2161.26729711552,"Route",16.22145,17.07527,15.60864,17.07527,16.445227,1.46663
"2335","CA4900946",50,18,"TRENTADUE WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4900946 TRENTADUE WINERY - CA4910005 HEALDSBURG, CITY OF",14508.0378874992,"Route",60.60469,65.60149,56.54003,70.68603,62.632705,14.146
"2336","CA4900949",25,4,"SAINTS PETER & PAUL RUSSIAN CHURCH","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4900949 SAINTS PETER & PAUL RUSSIAN CHURCH - CA4910009 SANTA ROSA, CITY OF",3917.97140493264,"Route",30.31888,32.51731,30.10487,32.53621,31.617874,2.43134
"2337","CA4900957",130,2,"CHATEAU ST. JEAN WINERY","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4900957 CHATEAU ST. JEAN WINERY - CA4910009 SANTA ROSA, CITY OF",7781.7777202704,"Route",177.82718,142.55623,134.27737,148.16211,137.640895,13.88474
"2338","CA4900973",148,53,"GEORGE RANCH MUTUAL WATER COMPANY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4900973 GEORGE RANCH MUTUAL WATER COMPANY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",11969.8632842448,"Route",255.34569,62.07516,62.07516,269.6738,121.2783,207.59864
"2339","CA4900974",150,2,"RUSSIAN RIVER VINEYARDS & RESTAURANT","SONOMA","SWS","CA4910008","RUSSIAN RIVER COUNTY WATER DISTRICT","Community water system","SONOMA","CA4900974 RUSSIAN RIVER VINEYARDS & RESTAURANT - CA4910008 RUSSIAN RIVER COUNTY WATER DISTRICT",12398.8004473872,"Route",41.75826,24.09563,24.09563,67.55645,45.046401,43.46082
"2340","CA4900975",25,5,"VIMARK  TRIONE WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4900975 VIMARK  TRIONE WINERY - CA4910005 HEALDSBURG, CITY OF",15727.9309721424,"Route",59.30627,65.60149,56.54003,70.68603,63.048095,14.146
"2341","CA4900982",25,3,"FOPPIANO VINEYARDS","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4900982 FOPPIANO VINEYARDS - CA4910005 HEALDSBURG, CITY OF",6712.1279906208,"Route",32.67371,30.38093,21.94564,33.86027,30.31277,11.91463
"2342","CA4900986",50,5,"BARTHOLOMEW FOUNDATION","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4900986 BARTHOLOMEW FOUNDATION - CA4910012 SONOMA, CITY OF",6580.7469474384,"Route",95.65558,37.23722,36.02213,95.94157,64.079118,59.91944
"2343","CA4900999",581,6,"KORBEL BROTHERS WINERY","SONOMA","SWS","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2344","CA4901008",100,5,"HESSEL CHURCH","SONOMA","SWS","CA4910016","COTATI, CITY OF","Community water system","SONOMA","CA4901008 HESSEL CHURCH - CA4910016 COTATI, CITY OF",10690.487216112,"Route",50.26073,57.03711,40.70401,59.75589,48.428849,19.05188
"2345","CA4901016",100,4,"SEQUOIA WATER COMPANY","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901016 SEQUOIA WATER COMPANY - CA4910011 SEBASTOPOL, CITY OF",1423.34341394784,"Route",35.34439,37.26746,32.64596,37.28746,36.349355,4.6415
"2346","CA4901018",50,4,"GUNDLACH BUNDSCHU WINERY","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901018 GUNDLACH BUNDSCHU WINERY - CA4910012 SONOMA, CITY OF",7080.44470848,"Route",27.71709,20.57213,20.55613,26.79098,21.685337,6.23485
"2347","CA4901025",200,6,"JOHNSON'S BEACH RESORT","SONOMA","SWS","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2348","CA4901027",100,2,"CINNABAR THEATER","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901027 CINNABAR THEATER - CA4910006 PETALUMA, CITY OF",1287.90450799824,"Route",16.65205,9.68792,9.68668,11.48488,10.265858,1.7982
"2349","CA4901044",125,14,"TRIPLE S RANCH","SONOMA","SWS","CA2810002","CALISTOGA, CITY OF","Community water system","NAPA","CA4901044 TRIPLE S RANCH - CA2810002 CALISTOGA, CITY OF",14552.9254664112,"Route",279.66315,129.52975,129.25645,345.06046,237.018055,215.80401
"2350","CA4901061",200,1,"SONOMA WAREHOUSING","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901061 SONOMA WAREHOUSING - CA4910012 SONOMA, CITY OF",7511.5042938144,"Route",11.09125,20.55613,10.73496,21.94077,17.088356,11.20581
"2351","CA4901062",48,23,"KINNYBROOK MUTUAL WATER COMPANY","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901062 KINNYBROOK MUTUAL WATER COMPANY - CA4910009 SANTA ROSA, CITY OF",13588.8555130944,"Route",188.0755,142.55623,127.57369,190.14133,136.561801,62.56764
"2352","CA4901063",45,1,"CAMPOBELLO","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901063 CAMPOBELLO - CA4910009 SANTA ROSA, CITY OF",6150.1955804784,"Route",26.88707,28.63775,27.51814,28.66799,28.234983,1.14985
"2353","CA4901068",60,3,"MAGNOLIA DRIVE WINE FACILITY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901068 MAGNOLIA DRIVE WINE FACILITY - CA4910005 HEALDSBURG, CITY OF",2209.03468345824,"Route",29.51314,30.59606,29.52531,30.59606,29.982427,1.07075
"2354","CA4901069",80,1,"SONOMA VALLEY MOOSE LODGE #2048","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901069 SONOMA VALLEY MOOSE LODGE #2048 - CA4910012 SONOMA, CITY OF",847.81281073104,"Route",15.58889,17.07527,16.33965,17.07527,16.805959,0.73562
"2355","CA4901071",60,18,"BOULEVARD HEIGHTS MUTUAL WATER","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901071 BOULEVARD HEIGHTS MUTUAL WATER - CA4910006 PETALUMA, CITY OF",1198.4007016872,"Route",33.56997,11.24013,11.24013,32.92935,23.466687,21.68922
"2356","CA4901073",50,2,"GRAY WATER SYSTEM","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901073 GRAY WATER SYSTEM - CA4910009 SANTA ROSA, CITY OF",8780.4898654176,"Route",29.92043,28.63775,27.83936,29.32364,28.444941,1.48428
"2357","CA4901082",25,3,"MAZZOCCO WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901082 MAZZOCCO WINERY - CA4910005 HEALDSBURG, CITY OF",11295.6913191408,"Route",77.37611,66.53031,66.53031,91.01727,79.878972,24.48696
"2358","CA4901083",100,4,"VINEBURG DELI & GROCERY","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901083 VINEBURG DELI & GROCERY - CA4910012 SONOMA, CITY OF",3508.28768614368,"Route",15.79636,20.55613,16.46416,21.94077,19.617864,5.47661
"2359","CA4901084",100,6,"JORDAN VINEYARD & WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901084 JORDAN VINEYARD & WINERY - CA4910005 HEALDSBURG, CITY OF",9919.215266664,"Route",61.37439,65.60149,53.87579,73.01438,63.90562,19.13859
"2360","CA4901086",30,1,"KENDALL-JACKSON WINE CENTER","SONOMA","SWS","CA4910023","CALIFORNIA-AMERICAN LARKFIELD (PUC)","Community water system","SONOMA","CA4901086 KENDALL-JACKSON WINE CENTER - CA4910023 CALIFORNIA-AMERICAN LARKFIELD (PUC)",1439.04750693264,"Route",41.84363,41.59203,41.59203,41.91984,41.755935,0.32781
"2361","CA4901093",30,10,"MARTINELLI RANCH","SONOMA","SWS","CA4910023","CALIFORNIA-AMERICAN LARKFIELD (PUC)","Community water system","SONOMA","CA4901093 MARTINELLI RANCH - CA4910023 CALIFORNIA-AMERICAN LARKFIELD (PUC)",10947.6179269776,"Route",37.64867,41.0246,27.80704,41.0246,34.860675,13.21756
"2362","CA4901094",250,1,"LOMBARDI'S DELI & BBQ","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901094 LOMBARDI'S DELI & BBQ - CA4910006 PETALUMA, CITY OF",954.4797397872,"Route",10.89971,9.57609,5.93988,9.7352,8.959063,3.79532
"2363","CA4901096",25,45,"WESTERBEKE RANCH","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4901096 WESTERBEKE RANCH - CA4910013 VALLEY OF THE MOON WATER DISTRICT",3888.64585526208,"Route",102.7616,62.07516,62.07516,98.53289,78.557521,36.45773
"2364","CA4901101",64,16,"MOUNT GILEAD BIBLE CONFERENCE","SONOMA","SWS","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","Community water system","SONOMA","CA4901101 MOUNT GILEAD BIBLE CONFERENCE - CA4910004 SWEETWATER SPRINGS CWD - GUERNEVILLE",12404.5452438336,"Route",170.11447,47.54965,47.54965,154.53311,97.985884,106.98346
"2365","CA4901118",50,4,"ANDY'S PRODUCE MARKET, INC.","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901118 ANDY'S PRODUCE MARKET, INC. - CA4910011 SEBASTOPOL, CITY OF",4666.0158274224,"Route",57.39804,57.67377,52.19938,60.5693,57.298206,8.36992
"2366","CA4901130",50,2,"GRAVENSTEIN BUSINESS PARK","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901130 GRAVENSTEIN BUSINESS PARK - CA4910011 SEBASTOPOL, CITY OF",8358.7816481136,"Route",35.38318,37.28746,25.09356,37.28746,33.781029,12.1939
"2367","CA4901133",150,3,"LANDMARK VINEYARDS, LTD.","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901133 LANDMARK VINEYARDS, LTD. - CA4910009 SANTA ROSA, CITY OF",5788.4047860144,"Route",136.33748,142.52823,135.07756,142.55623,137.759796,7.47867
"2368","CA4901139",50,1,"WILLOWBROOK ALE HOUSE","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901139 WILLOWBROOK ALE HOUSE - CA4910006 PETALUMA, CITY OF",1569.53332622064,"Route",9.27664,10.25039,8.97641,10.27148,9.829787,1.29507
"2369","CA4901144",55,7,"COHN WINERY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2370","CA4901152",100,2,"CLOS DU BOIS WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901152 CLOS DU BOIS WINERY - CA4910005 HEALDSBURG, CITY OF",15543.091350864,"Route",62.76199,65.60149,56.54003,70.68603,62.914272,14.146
"2371","CA4901156",460,5,"WILLOWSIDE SCHOOL","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901156 WILLOWSIDE SCHOOL - CA4910009 SANTA ROSA, CITY OF",8670.6461333184,"Route",29.00711,28.98956,27.20966,30.92163,29.11619,3.71197
"2372","CA4901164",60,7,"GURDJIEFF FOUNDATION","SONOMA","SWS","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2373","CA4901165",650,1,"JEHOVAH S WITNESSES HALL","SONOMA","SWS","CA4910014","ROHNERT PARK, CITY OF","Community water system","SONOMA","CA4901165 JEHOVAH S WITNESSES HALL - CA4910014 ROHNERT PARK, CITY OF",1880.38444093104,"Route",28.75111,28.86055,28.29335,28.86055,28.492577,0.5672
"2374","CA4901170",31,3,"MICHAEL ELLIS SCHOOL FOR DOG TRAINERS","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901170 MICHAEL ELLIS SCHOOL FOR DOG TRAINERS - CA4910009 SANTA ROSA, CITY OF",5370.5235249072,"Route",28.90019,31.13221,29.21682,31.13221,30.45635,1.91539
"2375","CA4901175",26,1,"OAK GROVE SCHOOL DISTRICT OFFICE","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901175 OAK GROVE SCHOOL DISTRICT OFFICE - CA4910009 SANTA ROSA, CITY OF",8969.8133163408,"Route",31.04763,28.98956,27.20966,31.10758,29.124616,3.89792
"2376","CA4901179",80,1,"REDWOOD EMPIRE SAWMILL","SONOMA","SWS","CA4910002","CLOVERDALE, CITY OF","Community water system","SONOMA","CA4901179 REDWOOD EMPIRE SAWMILL - CA4910002 CLOVERDALE, CITY OF",1715.94845815536,"Route",97.95424,114.39584,100.66594,114.96024,110.722071,14.2943
"2377","CA4901190",134,2,"LIETO WATER SYSTEM (REACH CHARTR SCHOOL)","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901190 LIETO WATER SYSTEM (REACH CHARTR SCHOOL) - CA4910011 SEBASTOPOL, CITY OF",2659.36858343904,"Route",55.6685,43.55744,43.55322,62.26954,50.351978,18.71632
"2378","CA4901191",25,2,"PARADISE RIDGE WINERY","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA",NA,0,"Intersect",0,0,0,0,0,0
"2379","CA4901193",50,2,"SCHELLVILLE GRILL","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901193 SCHELLVILLE GRILL - CA4910012 SONOMA, CITY OF",13131.404374704,"Route",4.67197,17.07527,5.10333,17.07527,12.97385,11.97194
"2380","CA4901201",80,3,"VINWOOD CELLARS PRODUCTION AREA","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901201 VINWOOD CELLARS PRODUCTION AREA - CA4910005 HEALDSBURG, CITY OF",9832.5389528784,"Route",61.52879,65.60149,56.54003,66.39992,60.942227,9.85989
"2381","CA4901203",75,4,"ASTI WINERY","SONOMA","SWS","CA4910002","CLOVERDALE, CITY OF","Community water system","SONOMA","CA4901203 ASTI WINERY - CA4910002 CLOVERDALE, CITY OF",12163.049752656,"Route",81.0728,100.90269,85.13294,101.32076,95.3055,16.18782
"2382","CA4901204",200,2,"BENZIGER FAMILY WINERY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4901204 BENZIGER FAMILY WINERY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",4036.89183981072,"Route",151.78792,113.94517,113.94517,159.95604,143.054855,46.01087
"2383","CA4901206",40,4,"ARMIDA WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901206 ARMIDA WINERY - CA4910005 HEALDSBURG, CITY OF",9618.4795477056,"Route",62.53918,30.24965,30.24965,60.01551,32.659638,29.76586
"2384","CA4901208",100,6,"VALLEY OF THE MOON PLAZA SHOPPING CENTER","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901208 VALLEY OF THE MOON PLAZA SHOPPING CENTER - CA4910009 SANTA ROSA, CITY OF",2874.57854142096,"Route",107.00719,109.124,101.90637,117.30591,109.139322,15.39954
"2385","CA4901212",200,20,"SONOMA COUNTY PUB WORKS-CENTRAL LANDFILL","SONOMA","SWS","CA4910016","COTATI, CITY OF","Community water system","SONOMA","CA4901212 SONOMA COUNTY PUB WORKS-CENTRAL LANDFILL - CA4910016 COTATI, CITY OF",11868.5402956032,"Route",159.79463,52.30189,52.30189,93.55308,67.852637,41.25119
"2386","CA4901213",25,3,"LYTTON SPRINGS WATER SYSTEM","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901213 LYTTON SPRINGS WATER SYSTEM - CA4910005 HEALDSBURG, CITY OF",9508.9816615728,"Route",115.14039,65.60149,56.54003,69.94142,61.975183,13.40139
"2387","CA4901214",50,1,"ADOBE CHRISTIAN CHURCH","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901214 ADOBE CHRISTIAN CHURCH - CA4910006 PETALUMA, CITY OF",5963.5318545792,"Route",33.91562,31.79485,31.0746,40.48001,34.570833,9.40541
"2388","CA4901215",30,1,"PLUMFIELD ACADEMY (OCCIDENTAL RD.)","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901215 PLUMFIELD ACADEMY (OCCIDENTAL RD.) - CA4910011 SEBASTOPOL, CITY OF",12594.6581528592,"Route",34.91209,57.67377,33.81076,60.5693,54.784032,26.75854
"2389","CA4901218",60,4,"GROSKOPF WAREHOUSE & LOGISTICS","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901218 GROSKOPF WAREHOUSE & LOGISTICS - CA4910012 SONOMA, CITY OF",3807.03408632976,"Route",16.60721,20.55613,16.63415,21.94077,19.629744,5.30662
"2390","CA4901220",25,4,"LYTTON SPRINGS WINERY","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901220 LYTTON SPRINGS WINERY - CA4910005 HEALDSBURG, CITY OF",6594.4093281792,"Route",80.55975,66.53031,66.53031,88.90263,78.31596,22.37232
"2391","CA4901221",50,16,"GRATON MUTUAL (GREEN VALLEY HOA)","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901221 GRATON MUTUAL (GREEN VALLEY HOA) - CA4910011 SEBASTOPOL, CITY OF",13722.3876101136,"Route",35.27153,57.67377,34.00675,71.55164,56.265612,37.54489
"2392","CA4901222",250,4,"SONOMA COUNTY PARKS-VET. MEMORIAL BEACH","SONOMA","SWS","CA4910005","HEALDSBURG, CITY OF","Community water system","SONOMA","CA4901222 SONOMA COUNTY PARKS-VET. MEMORIAL BEACH - CA4910005 HEALDSBURG, CITY OF",1865.55142508064,"Route",33.73534,30.38093,21.94564,31.75674,30.303875,9.8111
"2393","CA4901223",50,2,"SONOMA COUNTY PARKS-PUTNAM PARK","SONOMA","SWS","CA4910006","PETALUMA, CITY OF","Community water system","SONOMA","CA4901223 SONOMA COUNTY PARKS-PUTNAM PARK - CA4910006 PETALUMA, CITY OF",8053.7172383184,"Route",154.19887,63.73151,51.94993,95.04118,65.799524,43.09125
"2394","CA4901225",50,2,"THE RENTAL PLACE","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901225 THE RENTAL PLACE - CA4910012 SONOMA, CITY OF",7386.5861137728,"Route",9.77574,20.55613,10.00244,21.94077,16.29134,11.93833
"2395","CA4901227",100,2,"KUNDE ESTATE WINERY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4901227 KUNDE ESTATE WINERY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",10747.3141209984,"Route",127.71568,114.11826,113.13858,132.84567,122.414526,19.70709
"2396","CA4901231",40,3,"ARROWOOD VINEYARDS & WINERY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4901231 ARROWOOD VINEYARDS & WINERY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",4560.80718995088,"Route",99.43214,70.72485,70.72485,91.3709,76.639454,20.64605
"2397","CA4901232",75,2,"LA CREMA WINERY","SONOMA","SWS","CA4910017","WINDSOR, TOWN OF","Community water system","SONOMA","CA4901232 LA CREMA WINERY - CA4910017 WINDSOR, TOWN OF",9735.26054556,"Route",28.50562,32.05646,32.00371,38.38243,34.546929,6.37872
"2398","CA4901233",100,2,"IMAGERY ESTATE WINERY","SONOMA","SWS","CA4910013","VALLEY OF THE MOON WATER DISTRICT","Community water system","SONOMA","CA4901233 IMAGERY ESTATE WINERY - CA4910013 VALLEY OF THE MOON WATER DISTRICT",3769.28768141376,"Route",87.86192,70.72485,70.72485,86.82832,75.955649,16.10347
"2399","CA4901234",70,2,"SONOMA SEVENTH DAY ADVENTIST CHURCH","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901234 SONOMA SEVENTH DAY ADVENTIST CHURCH - CA4910012 SONOMA, CITY OF",906.399257808,"Route",16.18026,17.04127,16.24953,17.07527,16.801216,0.82574
"2400","CA4901236",60,6,"VINO FARMS, INC. - PRESTON RANCH","SONOMA","SWS","CA4910017","WINDSOR, TOWN OF","Community water system","SONOMA","CA4901236 VINO FARMS, INC. - PRESTON RANCH - CA4910017 WINDSOR, TOWN OF",7995.3032352864,"Route",31.60252,43.87134,24.51056,45.44537,37.814992,20.93481
"2401","CA4901244",25,3,"HUMANE SOCIETY OF SONOMA COUNTY","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901244 HUMANE SOCIETY OF SONOMA COUNTY - CA4910011 SEBASTOPOL, CITY OF",7608.7239332016,"Route",27.27157,21.29961,17.8992,28.41617,22.986026,10.51697
"2402","CA4901245",100,1,"LEDSON WINERY AND VINEYARDS","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901245 LEDSON WINERY AND VINEYARDS - CA4910009 SANTA ROSA, CITY OF",614.63447362416,"Route",152.42197,147.79898,147.79898,151.77502,149.37716,3.97604
"2403","CA4901246",118,24,"DOWNTOWN GRATON MUTUAL WATER SYSTEM","SONOMA","SWS","CA4910011","SEBASTOPOL, CITY OF","Community water system","SONOMA","CA4901246 DOWNTOWN GRATON MUTUAL WATER SYSTEM - CA4910011 SEBASTOPOL, CITY OF",14244.6476057424,"Route",34.24527,57.67377,32.56431,71.55164,56.197405,38.98733
"2404","CA4901247",50,1,"CARNEROS WAREHOUSING","SONOMA","SWS","CA4910012","SONOMA, CITY OF","Community water system","SONOMA","CA4901247 CARNEROS WAREHOUSING - CA4910012 SONOMA, CITY OF",7838.7785630352,"Route",11.02984,20.55613,10.23658,21.94077,16.309975,11.70419
"2405","CA4901248",139,7,"MATANZAS CREEK WINERY","SONOMA","SWS","CA4910009","SANTA ROSA, CITY OF","Community water system","SONOMA","CA4901248 MATANZAS CREEK WINERY - CA4910009 SANTA ROSA, CITY OF",12551.5914676416,"Route",161.21361,97.2839,94.53786,160.38708,116.525776,65.84922
